KEPLER_ID,DR16_TEFF_COR,DR16_TEFF_COR_ERR,DR17_TEFF_COR,DR17_TEFF_COR_ERR,APOKASC3_EVSTATE,APOKASC3_SEIS_SOURCE,APOKASC3_SPEC_SOURCE,APOKASC3_MASS,APOKASC3_MASS_ERR,APOKASC3_RADIUS,APOKASC3_RADIUS_ERR,APOKASC3_LOGG,APOKASC3_LOGG_ERR,APOKASC3_TEFF,APOKASC3_TEFF_ERR,APOKASC3_LOGG_SPEC,APOKASC3_LOGG_SPEC_ERR,APOKASC3_M_H,APOKASC3_M_H_ERR,APOKASC3_ALPHA_M,APOKASC3_ALPHA_M_ERR,APOKASC3_CAT_AGE,APOKASC3_AGE_RGB,APOKASC3_AGE_RGB_PERR,APOKASC3_AGE_RGB_MERR,GAIA_TEFF,GAIA_RADIUS,GAIA_LUMINOSITY
10000162,4810.225,100.30278,4750.7637,11.064139,RGB,WAvg,DR17,1.0742,0.044,5.1429,0.0945,3.0485,0.0045,4750.7637,53.1605,2.9911,0.058,0.0804,0.058,0.0359,0.022,RGB,9.5078,1.4128,-1.2206,4886.6577,5.6766586,16.554953
10000198,4840.1226,104.49033,4865.2046,13.11766,RGB,WAvg,DR17,1.1102,0.0454,5.4775,0.1005,3.008,0.0046,4865.2046,55.3799,3.0386,0.058,-0.1602,0.058,0.0647,0.022,RGB,7.135,1.0372,-0.8524,4955.6665,5.4231887,15.981311
10000207,4694.4546,87.63603,4714.3325,9.050632,RGB,WAvg,DR17,1.054,0.0406,6.1571,0.1066,2.8839,0.004,4714.3325,46.4471,2.8698,0.058,-0.2319,0.058,0.2159,0.022,RGB,8.8137,1.2307,-1.0857,4905.2666,5.3604712,14.9882555
10000547,4956.6553,94.202736,4939.567,10.411935,RGB,WAvg,DR17,1.1397,0.0436,4.8668,0.084,3.1221,0.004,4939.567,49.9275,3.1476,0.058,-0.2742,0.058,0.0952,0.022,RGB,5.9885,0.8054,-0.6402,4952.46,4.881617,12.915346
10001326,4650.991,86.61079,4649.9917,8.634691,RGB,WAvg,DR17,1.2174,0.0469,9.3695,0.1624,2.5817,0.004,4649.9917,45.9037,2.5769,0.058,-0.0963,0.058,0.0408,0.022,RGB,5.3907,0.613,-0.4929,4869.8047,8.756108,38.8475
10001440,4721.9844,98.12425,4750.2197,11.711913,RGB,WAvg,DR17,0.9482,0.0365,8.5217,0.1475,2.5553,0.0042,4750.2197,52.0059,2.4996,0.058,-0.6552,0.058,0.3028,0.022,RGB,10.0665,1.5825,-1.2631,4977.75,7.628748,32.190933
10003349,4683.662,88.16074,4671.34,8.939175,RGB,WAvg,DR17,1.3773,0.0531,9.8369,0.1705,2.5931,0.004,4671.34,46.7252,2.6277,0.058,-0.0492,0.058,0.0279,0.022,RGB,3.7948,0.4298,-0.3323,4694.6104,10.917146,52.15682
10003497,4599.2466,80.31438,4615.7476,7.4394317,RGB,WAvg,DR17,1.1867,0.0458,12.1523,0.2108,2.3408,0.0038,4615.7476,42.5666,2.4042,0.058,-0.1903,0.058,0.0743,0.022,RGB,5.6234,0.683,-0.5678,4720.2524,10.944278,53.571007
10004825,4694.1216,89.942345,4653.666,9.103895,RGB,WAvg,DR17,1.688,0.0651,10.0175,0.1737,2.6656,0.0041,4653.666,47.6694,2.7126,0.058,0.181,0.058,0.0257,0.022,RGB,2.2867,0.2219,-0.1879,4806.7476,9.497579,43.383617
10006097,4829.52,93.91063,4795.506,11.741536,RGB,WAvg,DR17,1.099,0.0422,5.1385,0.0889,3.0591,0.0041,4795.506,49.7726,3.0803,0.058,-0.0276,0.058,0.0554,0.022,RGB,8.1643,1.1403,-0.9563,5004.34,4.5984993,11.94852
10006828,4553.237,93.544556,4577.8745,10.509741,RGB,WAvg,DR17,1.0271,0.0397,12.9303,0.2244,2.2208,0.0042,4577.8745,49.5786,2.3201,0.058,-0.5819,0.058,0.269,0.022,RGB,7.6746,1.0842,-0.9137,4816.51,11.700176,66.375725
10011329,4677.39,81.52847,4667.6113,7.525932,RGB,WAvg,DR17,1.7032,0.0712,12.803,0.2393,2.4548,0.0042,4667.6113,43.2101,2.4343,0.058,-0.0748,0.058,0.0162,0.022,RGB,1.8774,0.1725,-0.1413,4730.83,13.635022,83.89881
10014893,4618.0073,80.51807,4611.723,7.3620276,RGB,WAvg,DR17,1.4454,0.0558,13.6504,0.2368,2.3251,0.0039,4611.723,42.6746,2.3475,0.058,-0.16,0.058,0.0328,0.022,RGB,3.0133,0.3095,-0.2676,4791.0,12.475763,73.88116
10014959,4737.929,81.80172,4713.6606,10.181369,RGB,WAvg,DR17,1.0354,0.0399,4.501,0.078,3.1483,0.0038,4713.6606,43.3549,3.1124,0.058,0.1164,0.058,0.0759,0.022,RGB,11.3016,1.667,-1.3387,4831.337,4.398955,9.498674
10016093,4589.284,82.28966,4618.82,10.745734,RGB,WAvg,DR17,1.0259,0.0396,10.6571,0.1848,2.3928,0.0039,4618.82,43.6135,2.3629,0.058,-0.4482,0.058,0.2066,0.022,RGB,8.2453,1.1822,-1.0138,4628.7803,10.309737,43.95985
10017956,4682.89,92.02229,4695.803,9.935561,RGB,WAvg,DR17,1.1297,0.0472,10.1811,0.1902,2.4759,0.0044,4695.803,48.7718,2.4874,0.058,-0.2914,0.058,0.0851,0.022,RGB,6.1375,0.9041,-0.7504,4954.0,8.924615,43.221283
10018811,4927.3247,100.84224,4920.621,16.267687,RGB,WAvg,DR17,1.2896,0.0494,7.4742,0.1291,2.8031,0.0042,4920.621,53.4464,2.874,0.058,-0.2724,0.058,0.0357,0.022,RGB,3.9373,0.4207,-0.3697,4854.6724,7.365489,27.147984
10018923,4554.9937,76.23828,4533.994,6.436486,RGB,WAvg,DR17,1.3219,0.0511,10.6033,0.1842,2.5094,0.0038,4533.994,40.4063,2.4581,0.058,0.1668,0.058,0.031,0.022,RGB,5.0015,0.53,-0.4437,4562.74,10.40416,42.267998
10023322,4576.234,90.082954,4556.281,12.302243,RGB,WAvg,DR17,1.3192,0.051,12.9936,0.2256,2.3284,0.0041,4556.281,47.744,2.267,0.058,-0.1265,0.058,0.0216,0.022,RGB,4.0917,0.4248,-0.3667,4736.6133,12.354204,69.214325
10023439,4622.9243,84.58081,4613.572,8.111805,RGB,WAvg,DR17,1.1444,0.0442,7.7954,0.1352,2.7147,0.004,4613.572,44.8278,2.6585,0.058,0.0195,0.058,0.066,0.022,RGB,7.6126,0.9401,-0.8778,4689.855,7.434226,24.088175
10024460,4514.9536,84.70783,4500.951,11.559021,RGB,WAvg,DR17,1.0453,0.0405,10.096,0.1754,2.4492,0.004,4500.951,44.8951,2.4385,0.058,-0.1482,0.058,0.1873,0.022,RGB,9.6478,1.4011,-1.218,4512.8,10.880334,44.234734
10025321,4885.455,99.62477,4857.205,11.581947,RGB,WAvg,DR17,1.6044,0.0615,6.4224,0.111,3.0297,0.0042,4857.205,52.8011,2.9744,0.058,-0.0266,0.058,0.0311,0.022,RGB,2.3218,0.2078,-0.17,4896.952,6.280546,20.435862
10025387,4817.321,94.13996,4794.343,10.191596,RGB,WAvg,DR17,1.2804,0.0492,5.5569,0.0961,3.0575,0.0041,4794.343,49.8942,2.9846,0.058,0.0428,0.058,0.0272,0.022,RGB,4.9873,0.5767,-0.4711,4928.925,5.1503725,14.10525
10026795,4697.2876,87.24502,4669.4688,11.879242,RGB,WAvg,DR17,1.2783,0.0493,9.5042,0.1647,2.5905,0.004,4669.4688,46.2399,2.5786,0.058,-0.1102,0.058,0.0391,0.022,RGB,4.61,0.4886,-0.3947,4718.5063,9.242068,38.146194
10028634,4936.7495,89.68227,4898.4126,9.193218,RGB,WAvg,DR17,1.4618,0.056,7.2163,0.1247,2.8881,0.004,4898.4126,47.5316,2.8944,0.058,-0.1724,0.058,0.0607,0.022,RGB,2.8752,0.2895,-0.2321,4898.5,6.714988,23.390402
10030646,4837.945,88.27082,4790.1665,8.925722,RGB,WAvg,DR17,1.5236,0.0636,5.835,0.1089,3.0906,0.0043,4790.1665,46.7835,3.0016,0.058,0.2007,0.058,-0.0015,0.022,RGB,3.138,0.3307,-0.2671,4906.495,5.1157346,13.664578
10031091,4992.684,106.346664,4942.931,15.031118,RGB,WAvg,DR17,1.6483,0.0631,6.717,0.116,3.0025,0.0044,4942.931,56.3637,3.0925,0.058,-0.0674,0.058,0.0489,0.022,RGB,2.1057,0.1834,-0.1576,5084.5,2.3526673,3.3327963
10033231,4871.711,84.36044,4835.053,7.9505167,RGB,WAvg,DR17,1.6912,0.0649,6.4134,0.1109,3.0538,0.0039,4835.053,44.711,2.9771,0.058,0.2259,0.058,-0.017,0.022,RGB,2.277,0.1849,-0.1586,4686.0,6.26741,17.063969
10053392,4557.576,101.357346,4520.7476,11.676688,RGB,WAvg,DR17,1.1293,0.0437,7.2214,0.1254,2.7753,0.0045,4520.7476,53.7194,2.7537,0.058,0.2879,0.058,0.0241,0.022,RGB,9.1439,1.0582,-0.9686,4701.5547,6.7692485,20.171658
10053414,4517.2505,86.04265,4487.8657,8.256402,RGB,WAvg,DR17,1.3073,0.0549,10.5651,0.198,2.5077,0.0044,4487.8657,45.6026,2.5289,0.058,0.3071,0.058,0.034,0.022,RGB,5.6158,0.6076,-0.4863,4587.8237,10.125572,40.922363
10053594,4615.862,104.68748,4574.027,12.469438,RGB,WAvg,DR17,1.2402,0.0479,6.7773,0.1176,2.8712,0.0045,4574.027,55.4844,2.8369,0.058,0.3559,0.058,0.0221,0.022,RGB,6.657,0.7435,-0.5974,4724.02,6.740197,20.38388
10055196,4756.385,80.39373,4728.548,7.196229,RGB,WAvg,DR17,1.5841,0.0602,7.1203,0.1219,2.9346,0.0037,4728.548,42.6087,2.8665,0.058,0.3011,0.058,-0.0023,0.022,RGB,2.9278,0.2625,-0.2077,4766.5435,6.6022243,20.271667
10055674,4631.3413,78.58015,4617.9233,6.906837,RGB,WAvg,DR17,1.4725,0.0568,10.7302,0.1861,2.5463,0.0038,4617.9233,41.6475,2.5128,0.058,0.1221,0.058,-0.0002,0.022,RGB,3.3811,0.3056,-0.2817,4662.65,10.679925,48.56935
10057222,4642.9863,95.686356,4624.929,10.287541,RGB,WAvg,DR17,1.2532,0.0483,9.2051,0.1596,2.6097,0.0042,4624.929,50.7138,2.5499,0.058,0.0324,0.058,0.0287,0.022,RGB,5.3442,0.5756,-0.4537,4689.513,8.643101,32.54954
10057670,4609.1836,106.00411,4632.8687,13.52245,RGB,WAvg,DR17,1.0344,0.0399,8.4711,0.1469,2.5986,0.0045,4632.8687,56.1822,2.5085,0.058,-0.3526,0.058,0.2087,0.022,RGB,8.6421,1.2535,-1.008,4929.84,7.6516385,31.155508
10063214,4822.381,96.669426,4799.5938,10.798455,RGB,WAvg,DR17,1.2122,0.046,5.0755,0.0868,3.1124,0.0041,4799.5938,51.2348,3.0877,0.058,0.0376,0.058,0.0221,0.022,RGB,5.9589,0.7076,-0.6091,4794.94,5.1650963,12.70528
10066275,4842.459,113.807076,4850.611,15.649175,RGB,WAvg,DR17,1.2029,0.0501,5.4447,0.1016,3.0481,0.0049,4850.611,60.3178,3.0166,0.058,-0.2187,0.058,0.2196,0.022,RGB,5.5486,0.7371,-0.6233,4901.6665,6.653501,23.02344
10067407,4683.677,84.21532,4694.5527,8.250321,RGB,WAvg,DR17,1.2003,0.0462,10.957,0.1898,2.4377,0.0039,4694.5527,44.6341,2.4508,0.058,-0.3682,0.058,0.1089,0.022,RGB,4.8057,0.5996,-0.488,4746.5767,11.238759,57.763485
10068556,4924.5083,90.55316,4885.1123,9.516791,RGB,WAvg,DR17,1.326,0.0508,4.9317,0.0852,3.1763,0.004,4885.1123,47.9932,3.1819,0.058,0.0069,0.058,0.0293,0.022,RGB,4.336,0.465,-0.4075,4901.13,4.208762,9.2084875
10068810,4621.8804,81.94535,4636.5166,7.763672,RGB,WAvg,DR17,1.0199,0.0393,8.4731,0.1469,2.5922,0.0039,4636.5166,43.431,2.6172,0.058,-0.3005,0.058,0.2265,0.022,RGB,9.4638,1.3277,-1.1839,4847.8,7.477563,27.822336
10069045,4673.6187,81.63841,4657.4824,7.5267053,RGB,WAvg,DR17,1.2054,0.0465,9.3622,0.1623,2.5781,0.0039,4657.4824,43.2684,2.5397,0.058,-0.1071,0.058,0.042,0.022,RGB,5.5458,0.6207,-0.5394,4703.4824,9.20823,37.387386
10069570,4712.2344,82.98142,4705.9165,7.8723297,RGB,WAvg,DR17,1.34,0.0516,10.5248,0.1823,2.5218,0.0039,4705.9165,43.9802,2.525,0.058,-0.1395,0.058,0.0628,0.022,RGB,3.8481,0.3572,-0.2895,4810.053,9.6565075,44.971195
10082360,4573.929,80.933334,4585.623,7.5521655,RGB,WAvg,DR17,1.2876,0.0497,14.0955,0.2446,2.2448,0.0039,4585.623,42.8947,2.2653,0.058,-0.3347,0.058,0.0878,0.022,RGB,3.9296,0.4054,-0.3685,4587.9,12.009947,57.57482
10087394,4652.412,86.8823,4642.9224,8.654463,RGB,WAvg,DR17,1.1587,0.0447,8.2245,0.1426,2.6735,0.004,4642.9224,46.0476,2.622,0.058,-0.0032,0.058,0.0433,0.022,RGB,6.9566,0.8494,-0.6753,4726.6553,7.671391,26.464195
10090039,4735.383,90.61588,4685.6157,11.68187,RGB,WAvg,DR17,1.5389,0.0593,7.9543,0.1378,2.8258,0.0041,4685.6157,48.0264,2.7366,0.058,0.1838,0.058,0.019,0.022,RGB,3.0384,0.2929,-0.2314,4761.915,7.5806146,26.621353
10090568,4544.837,75.02891,4506.6387,8.814195,RGB,WAvg,DR17,1.1876,0.046,7.6082,0.1322,2.7519,0.0038,4506.6387,39.7653,2.7414,0.058,0.3905,0.058,0.0366,0.022,RGB,7.9084,0.7983,-0.7707,4529.0,7.28473,20.115503
10093888,4089.66,70.971306,4085.152,5.9029193,RGB,WAvg,DR17,1.3811,0.0544,27.8859,0.4914,1.6641,0.0038,4085.152,37.6148,1.5414,0.058,-0.025,0.058,0.1468,0.022,RGB,4.046,0.38,-0.3537,4161.57,18.400208,91.48901
10095409,4732.317,83.35158,4719.239,7.889949,RGB,WAvg,DR17,1.5987,0.0615,11.6668,0.2021,2.5088,0.0039,4719.239,44.1763,2.4951,0.058,-0.1068,0.058,0.0482,0.022,RGB,2.264,0.209,-0.1698,4682.9297,10.407608,46.93179
10095427,4628.108,83.06931,4653.299,8.094572,RGB,WAvg,DR17,1.0074,0.0383,7.7541,0.1329,2.6639,0.0038,4653.299,44.0267,2.6399,0.058,-0.4195,0.058,0.3075,0.022,RGB,9.5087,1.3673,-1.2492,4747.63,7.217047,23.840822
10096476,4951.2075,103.04249,4900.136,15.591498,RGB,WAvg,DR17,1.4487,0.0555,6.0847,0.1051,3.0323,0.0043,4900.136,54.6125,3.0731,0.058,-0.0962,0.058,0.0428,0.022,RGB,3.0957,0.3073,-0.2645,4872.6665,5.217892,13.827754
10120040,4698.794,82.887505,4695.7744,7.888877,RGB,WAvg,DR17,1.3282,0.0555,10.497,0.1961,2.5202,0.0042,4695.7744,43.9304,2.4626,0.058,-0.18,0.058,0.0394,0.022,RGB,3.8309,0.403,-0.3475,4860.09,8.813597,39.04615
10120126,4908.1206,94.15051,4893.9014,10.191339,RGB,WAvg,DR17,1.4362,0.0598,7.8356,0.1461,2.8089,0.0044,4893.9014,49.8998,2.7802,0.058,-0.2246,0.058,0.0615,0.022,RGB,2.9319,0.3095,-0.2654,4889.25,8.363173,36.008564
10122158,4979.6797,109.140755,4946.6636,13.932752,RGB,WAvg,DR17,1.3232,0.0506,4.8269,0.0834,3.1941,0.0044,4946.6636,57.8446,3.1669,0.058,-0.1227,0.058,0.0561,0.022,RGB,4.001,0.4261,-0.3669,4966.315,4.8022423,12.639208
10123207,4839.183,108.23979,4862.592,14.2765045,RGB,WAvg,DR17,0.9532,0.0361,4.4866,0.0767,3.1151,0.0044,4862.592,57.3671,2.9929,0.058,-0.4606,0.058,0.2149,0.022,RGB,10.5672,1.6543,-1.3143,4915.12,4.6948614,11.589823
10123890,4845.863,101.14959,4856.8276,11.049216,RGB,WAvg,DR17,0.9848,0.041,5.4603,0.1018,2.9587,0.0046,4856.8276,53.6093,2.9338,0.058,-0.3881,0.058,0.2446,0.022,RGB,10.1402,1.6462,-1.4541,4943.995,5.0302753,13.620417
10124179,4465.565,90.637184,4503.934,9.892465,RGB,WAvg,DR17,0.9901,0.0383,12.2949,0.2136,2.2496,0.0042,4503.934,48.0377,2.2397,0.058,-0.4581,0.058,0.2787,0.022,RGB,9.5674,1.475,-1.1724,4652.1553,12.193533,62.743774
10124436,4714.6553,82.72214,4701.886,7.7674174,RGB,WAvg,DR17,1.4218,0.0547,10.0933,0.1749,2.5845,0.0039,4701.886,43.8427,2.5779,0.058,-0.097,0.058,0.0594,0.022,RGB,3.344,0.2939,-0.2884,4865.14,9.2021885,42.742344
10130674,4496.1553,89.394585,4517.2954,9.439546,RGB,WAvg,DR17,1.082,0.0454,12.8186,0.2401,2.252,0.0044,4517.2954,47.3791,2.3013,0.058,-0.4562,0.058,0.26,0.022,RGB,6.9618,1.0279,-0.9207,4899.3335,10.993312,62.73354
10130679,4601.847,85.73368,4607.393,8.509559,RGB,WAvg,DR17,1.0644,0.0411,7.7585,0.1346,2.6874,0.004,4607.393,45.4389,2.6771,0.058,-0.059,0.058,0.1205,0.022,RGB,9.4088,1.2921,-1.1388,4745.865,7.6467466,26.72451
10131438,4788.0615,87.58598,4797.6226,9.042212,RGB,WAvg,DR17,1.2611,0.0526,10.964,0.2046,2.4589,0.0043,4797.6226,46.4206,2.4886,0.058,-0.4212,0.058,0.0966,0.022,RGB,3.9073,0.4321,-0.3665,4959.68,10.8647785,64.35038
10131857,4434.824,76.49811,4435.858,6.6103635,RGB,WAvg,DR17,1.1993,0.0504,15.0219,0.2817,2.156,0.0041,4435.858,40.544,2.2286,0.058,-0.2009,0.058,0.0834,0.022,RGB,5.4104,0.7112,-0.5997,4625.12,13.757675,78.03274
10132247,4723.4863,84.13396,4723.388,8.147214,RGB,WAvg,DR17,1.0751,0.0414,7.6003,0.1316,2.7096,0.0039,4723.388,44.591,2.7304,0.058,-0.2258,0.058,0.0951,0.022,RGB,7.7822,1.1236,-0.9146,4781.325,7.351378,25.446342
10132358,4726.419,92.01755,4733.6797,10.07501,RGB,WAvg,DR17,1.001,0.0418,6.5868,0.123,2.8029,0.0044,4733.6797,48.7693,2.7419,0.058,-0.4829,0.058,0.2998,0.022,RGB,9.1067,1.4793,-1.2772,4930.7925,6.347663,21.458004
10132667,4440.3003,74.48398,4444.0205,6.2158446,RGB,WAvg,DR17,1.1546,0.0486,11.5734,0.217,2.3722,0.0041,4444.0205,39.4765,2.315,0.058,0.0668,0.058,0.0455,0.022,RGB,7.3505,1.0348,-0.8445,4536.325,10.751744,44.10312
10133033,4861.669,93.27641,4826.458,9.958578,RGB,WAvg,DR17,1.2593,0.0483,4.6902,0.0811,3.1975,0.0041,4826.458,49.4365,3.1869,0.058,0.1253,0.058,0.0164,0.022,RGB,5.5419,0.6225,-0.5254,4877.57,4.6699805,11.120872
10134795,4546.0225,75.57951,4533.007,6.3352623,RGB,WAvg,DR17,1.1724,0.0483,7.8426,0.1445,2.72,0.004,4533.007,40.0571,2.6751,0.058,0.2276,0.058,0.0513,0.022,RGB,7.7465,0.9619,-0.8,4895.0,7.894501,32.237022
10136291,4561.8984,80.013245,4580.0684,7.383473,RGB,WAvg,DR17,1.0153,0.0392,10.1267,0.1757,2.4335,0.0039,4580.0684,42.407,2.4482,0.058,-0.2592,0.058,0.178,0.022,RGB,9.7094,1.4488,-1.1665,4726.0728,10.81121,52.534534
10136905,4905.497,101.34952,4901.6963,12.302402,RGB,WAvg,DR17,1.0031,0.0418,4.25,0.0792,3.1844,0.0045,4901.6963,53.7152,3.1415,0.058,-0.3796,0.058,0.2207,0.0737,RGB,9.3846,1.5682,-1.3406,4937.0,4.2463427,9.65111
10139798,4631.2036,78.76708,4615.6562,6.9333673,RGB,WAvg,DR17,1.6598,0.0695,10.0174,0.1874,2.6583,0.0041,4615.6562,41.7466,2.5769,0.058,0.0992,0.058,0.015,0.022,RGB,2.294,0.2525,-0.2102,4744.7666,7.9167395,28.618498
10140238,4556.9683,78.02802,4542.771,7.2422457,RGB,WAvg,DR17,1.1248,0.0435,7.5743,0.1315,2.7322,0.0038,4542.771,41.3549,2.6663,0.058,0.1616,0.058,0.0862,0.022,RGB,8.7616,1.1674,-0.9104,4626.5,7.105549,20.84012
10140432,4699.6465,93.407585,4671.285,7.808564,RGB,WAvg,DR17,1.1339,0.0437,9.2328,0.16,2.5635,0.0042,4671.285,49.506,2.6141,0.058,-0.215,0.058,0.0824,0.022,RGB,6.407,0.8059,-0.6751,4756.4526,8.796242,35.679745
10145279,4708.3325,84.447296,4716.1016,11.015414,RGB,WAvg,DR17,1.364,0.0525,12.218,0.2116,2.3978,0.0039,4716.1016,44.7571,2.3874,0.058,-0.3216,0.058,0.0793,0.022,RGB,3.2813,0.3145,-0.2732,4747.61,10.971119,55.093033
10146803,4977.157,120.33458,5016.8066,18.061172,RGB,WAvg,DR17,1.2485,0.0519,4.9507,0.0922,3.1468,0.0049,5016.8066,63.7773,3.2225,0.058,-0.1964,0.058,0.0605,0.022,RGB,4.6009,0.5678,-0.4789,5075.0,4.5895023,12.5883875
10147167,4685.105,87.04037,4657.9575,10.873117,RGB,WAvg,DR17,1.1407,0.044,5.6153,0.0973,2.9982,0.004,4657.9575,46.1314,2.9831,0.058,0.2603,0.058,0.0234,0.022,RGB,8.4667,1.1424,-0.8486,4714.245,5.1010394,11.578725
10147918,4758.8057,85.76259,4750.368,8.481085,RGB,WAvg,DR17,0.6047,0.1999,6.2482,0.9662,2.6298,0.0223,4750.368,45.4542,2.4176,0.058,-0.3062,0.058,0.065,0.022,RGB,54.9622,99.0,-43.8774,4786.095,9.2409935,40.369873
10152909,4650.9487,97.42436,4638.909,10.976399,RGB,WAvg,DR17,1.1058,0.0426,6.9631,0.1207,2.7979,0.0043,4638.909,51.6349,2.7507,0.058,-0.0237,0.058,0.0807,0.022,RGB,8.1538,1.0928,-0.9543,4699.2197,6.7061954,19.758326
10153120,4733.6196,95.930405,4687.441,13.705819,RGB,WAvg,DR17,1.1333,0.0437,7.1825,0.1245,2.7816,0.0042,4687.441,50.8431,2.7682,0.058,-0.1214,0.058,0.0799,0.022,RGB,6.9003,0.9055,-0.7564,4875.205,6.386194,20.756327
10153785,4698.0425,96.91903,4670.2974,14.308822,RGB,WAvg,DR17,1.0381,0.04,10.3692,0.1797,2.4223,0.0043,4670.2974,51.3671,2.4244,0.058,-0.334,0.058,0.0872,0.022,RGB,8.123,1.1602,-0.9784,4999.0,8.735333,42.932503
10154040,5084.2617,119.91718,5075.9204,17.43106,RGB,WAvg,DR17,1.6918,0.0702,5.2252,0.0972,3.2319,0.0049,5075.9204,63.5561,3.2084,0.058,-0.1595,0.058,0.0468,0.022,RGB,1.8313,0.1651,-0.143,4892.0,5.0776596,13.303553
10155116,4138.578,78.78101,4120.2656,8.5996685,RGB,WAvg,DR17,1.442,0.0568,22.6439,0.3987,1.8702,0.004,4120.2656,41.7539,1.8226,0.058,0.2309,0.058,0.0323,0.022,RGB,3.9657,0.4096,-0.3399,4239.0,24.734955,177.97977
10155387,4754.3374,98.02567,4723.102,15.7462435,RGB,WAvg,DR17,0.9863,0.038,8.236,0.1426,2.6024,0.0043,4723.102,51.9536,2.5779,0.058,-0.5584,0.058,0.1869,0.022,RGB,8.7264,1.2233,-1.0979,5053.75,7.39031,32.097782
10155787,4636.9346,89.99726,4623.493,9.822237,RGB,WAvg,DR17,1.1287,0.0473,7.9617,0.1489,2.6904,0.0044,4623.493,47.6985,2.642,0.058,0.0595,0.058,0.062,0.022,RGB,8.0201,1.1076,-0.9287,4668.6055,7.926448,26.890608
10156534,4743.8677,81.15608,4712.924,7.3174205,RGB,WAvg,DR17,1.6371,0.0684,7.6668,0.1432,2.8846,0.0041,4712.924,43.0127,2.7831,0.058,0.1833,0.058,-0.0108,0.022,RGB,2.4594,0.2337,-0.1879,4680.9473,7.4259877,23.852736
10156597,4661.8745,88.83029,4644.225,9.129032,RGB,WAvg,DR17,1.2086,0.0466,7.8005,0.1352,2.7378,0.0041,4644.225,47.0801,2.7035,0.058,0.1247,0.058,0.0308,0.022,RGB,6.5309,0.8319,-0.728,4702.59,7.5503774,25.117733
10157507,4706.926,82.44771,4700.655,7.746172,RGB,WAvg,DR17,1.1868,0.0451,7.7423,0.1326,2.7364,0.0038,4700.655,43.6973,2.6496,0.058,-0.0896,0.058,0.0427,0.022,RGB,5.9343,0.7004,-0.6173,4750.297,7.6154294,26.6052
10157936,4622.203,80.05755,4606.4824,10.2675295,RGB,WAvg,DR17,1.073,0.0409,7.7113,0.1323,2.6961,0.0038,4606.4824,42.4305,2.6694,0.058,-0.0753,0.058,0.0993,0.022,RGB,8.9932,1.2206,-0.9802,4650.035,7.409257,23.12432
10158548,4760.631,96.4126,4785.3574,11.273978,RGB,WAvg,DR17,0.9586,0.0364,6.4461,0.1103,2.8029,0.0041,4785.3574,51.0987,2.7022,0.058,-0.5494,0.058,0.2684,0.022,RGB,9.996,1.5274,-1.2696,5033.65,5.77647,19.299757
10158595,4854.553,87.6892,4818.654,11.809632,RGB,WAvg,DR17,1.3513,0.0519,8.0249,0.1388,2.7617,0.0039,4818.654,46.4753,2.8212,0.058,-0.2154,0.058,0.0479,0.022,RGB,3.5587,0.363,-0.3133,4901.39,7.4580092,28.92129
10159217,4657.0273,87.55988,4634.11,8.63244,RGB,WAvg,DR17,1.3626,0.0526,9.241,0.1602,2.6427,0.004,4634.11,46.4067,2.6242,0.058,0.0826,0.058,0.003,0.022,RGB,4.3071,0.4489,-0.4623,4672.86,8.074503,28.0064
10161943,4631.274,82.487854,4648.5815,7.8943276,RGB,WAvg,DR17,1.0069,0.0388,7.5991,0.1317,2.6813,0.0039,4648.5815,43.7186,2.6032,0.058,-0.3313,0.058,0.2341,0.022,RGB,9.8363,1.4289,-1.3226,4793.0,7.027796,23.483492
10165084,5034.222,91.44969,5017.222,9.75491,RGB,WAvg,DR17,1.3681,0.6261,4.8365,1.0318,3.2068,0.0311,5017.222,48.4683,3.2097,0.058,-0.0429,0.058,0.025,0.022,RGB,3.7577,12.4324,-2.2672,4783.6875,5.09676,12.255591
10186075,4554.6846,79.142586,4558.531,7.1301913,RGB,WAvg,DR17,1.1646,0.045,12.5751,0.2183,2.302,0.0038,4558.531,41.9456,2.288,0.058,-0.177,0.058,0.0779,0.022,RGB,6.084,0.7208,-0.6657,4676.55,11.452474,56.519142
10188458,4556.048,81.063995,4574.5957,8.074433,RGB,WAvg,DR17,1.2255,0.0473,14.0283,0.2435,2.2269,0.0039,4574.5957,42.9639,2.3,0.058,-0.2513,0.058,0.1001,0.022,RGB,4.9045,0.5412,-0.4964,4576.29,13.656625,73.694595
10188953,4835.515,103.68816,4825.741,12.604968,RGB,WAvg,DR17,1.2212,0.0469,5.7873,0.1001,3.0016,0.0044,4825.741,54.9547,2.9214,0.058,-0.1012,0.058,0.0515,0.022,RGB,5.3076,0.6206,-0.5317,4892.1396,6.158326,19.57111
10190733,4554.311,100.39527,4581.264,12.076527,RGB,WAvg,DR17,0.9978,0.0385,10.5361,0.1828,2.3907,0.0044,4581.264,53.2095,2.3325,0.058,-0.4793,0.058,0.2496,0.022,RGB,9.088,1.3196,-1.1886,4723.27,10.527919,49.699364
10192458,4830.1157,99.71712,4827.526,11.83621,RGB,WAvg,DR17,1.1239,0.0431,5.666,0.098,2.984,0.0042,4827.526,52.8501,3.0351,0.058,-0.2043,0.058,0.0936,0.022,RGB,6.7009,0.8812,-0.7801,4900.65,5.488565,15.654061
